food_id,food_name,type_of_food,food_genre
6980,"Romero, Smith and Garcia",Bread Products,vegan
28623,Mccormick PLC,Yogurt ,"vegan,healthy"
8068,Holloway LLC,Bread Products,vegan
17247,Pearson-Walker,Cookies/Biscuits,vegan
30307,Cowan Group,Crepes,vegan
6512,Zavala Group,International ,vegan
8423,Lawrence LLC,Cakes,"vegetarian,baked,sweet"
418,Miller LLC,Jams,vegetarian
6713,"Henderson, Aguilar and Cherry",Cakes,"vegan,healthy"
2486,Fuentes Group,Bread Products,vegan
1231,Newton Group,Bread Products,"vegan,healthy"
16694,Lewis PLC,International ,vegan
3861,Chambers Ltd,Bread Products,vegan
536,Henry PLC,Yogurt ,"vegan,healthy"
1147,Hernandez-Kim,Bread Products,vegan
7861,"Green, Taylor and Sanders",Cookies/Biscuits,vegan
807,"Vasquez, Cook and Jones",Crepes,vegan
306,Thompson-Gibson,International ,vegan
32977,Thornton and Sons,Cakes,"vegetarian,baked,sweet"
282,Steele and Sons,Jams,vegetarian
11697,"Beasley, Watts and Olson",Cakes,"vegetarian,baked,sweet"
104,"West, Simmons and Brown",Bread Products,"vegetarian,baked"
24727,Wheeler LLC,International ,"vegetarian,frozen food"
6948,"Calhoun, Mills and Wallace",International ,"vegetarian,frozen food"
5675,Lewis LLC,International ,"vegetarian,frozen food"
1521,Thompson-Yates,Cakes,"vegetarian,baked"
8369,"Jones, Lopez and Cervantes",Cookies/Biscuits,"vegetarian,baked"
2597,"Walls, Burton and Brown",Bread Products,"vegetarian,baked"
2660,Perkins-Jackson,Bread Products,"non vegetarian,baked"
1858,Miller-Martinez,Cakes,non vegetarian
411,"Allison, Richmond and Torres",Bread Products,"non vegetarian,baked,salty"
14645,Ortiz PLC,Bread Products,"non vegetarian,baked"
9013,Mills-Rodriguez,Cakes,"non vegetarian,sweet"
1374,Williams Group,International ,"non vegetarian,frozen food"
1432,Garcia PLC,Cookies/Biscuits,"non vegetarian,baked"
3345,"Lutz, Reid and Griffith",International ,"non vegetarian,frozen food"
2152,Carpenter-Wilson,Cakes,"non vegetarian,baked"
7769,Johnson and Sons,Cakes,"non vegetarian,baked"
33190,Robinson Group,Candy,"vegetarian,sweet,artificial flavours"
10448,Hill-Martinez,Energy Bars,"non vegetarian,healthy"
10825,Rush-Sanders,Energy Bars,"non vegetarian,healthy"
4618,Hart LLC,International ,vegan
10884,Collins-Bailey,Cakes,"vegetarian,baked,sweet"
4015,Shepherd PLC,Jams,vegetarian
4581,"Clark, Dunn and Mcguire",Cakes,"vegetarian,baked,sweet"
152,"Walters, Hogan and Clark",Bread Products,"vegetarian,baked"
75,Baker Group,International ,"vegetarian,frozen food"
341,Henry and Sons,International ,"vegetarian,frozen food"
30344,Lloyd-Ewing,International ,"vegetarian,frozen food"
3009,"Walters, Hanson and Padilla",Cakes,"vegetarian,baked"
3088,Simpson PLC,Cookies/Biscuits,"vegetarian,baked"
712,Raymond Ltd,Bread Products,"vegetarian,baked"
9117,Chapman and Sons,Bread Products,"non vegetarian,baked"
1278,Rasmussen PLC,Cakes,non vegetarian
1674,"Powers, Owens and Crawford",Bread Products,"non vegetarian,baked,salty"
6149,"Wells, Knox and Rodriguez",Bread Products,"non vegetarian,baked"
2813,Ortiz Ltd,Cakes,"non vegetarian,sweet"
3627,Bolton-Rocha,International ,"non vegetarian,frozen food"
1369,Hopkins PLC,Cookies/Biscuits,"non vegetarian,baked"
2515,Vazquez-Mayer,International ,"non vegetarian,frozen food"
1313,"Li, Graham and West",Cakes,"non vegetarian,baked"
2670,Carr-Henson,Cakes,"vegan,healthy"
381,Smith-Carpenter,Bread Products,vegan
654,Martin Ltd,Bread Products,"vegan,healthy"
655,"Johnson, Riley and Hill",International ,vegan
22013,"Stephens, Davenport and Winters",Bread Products,vegan
3485,"Hughes, Price and Taylor",Yogurt ,"vegan,healthy"
32740,Luna-Jenkins,Bread Products,vegan
11077,"Zavala, Sullivan and Schultz",Cookies/Biscuits,vegan
31326,"Sweeney, Harrington and Anderson",Crepes,vegan
13357,Williams-Baker,International ,vegan
10189,"Floyd, Blair and Flynn",Cakes,"vegetarian,baked,sweet"
19619,Lopez PLC,Jams,vegetarian
15735,Jones-Johnson,Cakes,"vegetarian,baked,sweet"
8134,Haney-Wood,Bread Products,"vegetarian,baked"
21863,Johnston-Mcgee,International ,"vegetarian,frozen food"
24475,Anderson Inc,International ,"vegetarian,frozen food"
2734,Adams-Martinez,International ,"vegetarian,frozen food"
1969,Church PLC,Cakes,"vegetarian,baked"
8857,"Doyle, Brown and Harvey",Cookies/Biscuits,"vegetarian,baked"
2020,Munoz-Boyd,Bread Products,"vegetarian,baked"
9888,Martinez-Lamb,Bread Products,"non vegetarian,baked"
4028,Haynes PLC,Cakes,non vegetarian
1965,Phillips LLC,Bread Products,"non vegetarian,baked,salty"
8934,Melton and Sons,Bread Products,"non vegetarian,baked"
19021,Boyd LLC,Cakes,"non vegetarian,sweet"
10321,"Smith, Nguyen and Owens",International ,"non vegetarian,frozen food"
31178,Robles PLC,Cookies/Biscuits,"non vegetarian,baked"
20359,Bell PLC,International ,"non vegetarian,frozen food"
975,"Thompson, Kennedy and Wilson",Cakes,"non vegetarian,baked"
9332,Roberts and Sons,Cakes,"non vegetarian,baked"
1347,"Morrison, Strong and Smith",Candy,"vegetarian,sweet,artificial flavours"
12293,Johnson Group,Candy,"vegetarian,sweet,artificial flavours"
3087,West-Travis,Candy,"vegetarian,sweet,artificial flavours"
2383,"Taylor, Spears and Fisher",Candy,"vegetarian,sweet,artificial flavours"
1678,Wong and Sons,Candy,"vegetarian,sweet,artificial flavours"
17917,Snyder Group,Candy,"vegetarian,sweet,artificial flavours,gluten free"
902,Rivera-Williams,Candy,"vegetarian,sweet,artificial flavours"
23539,Parsons-Liu,Candy,"vegetarian,sweet,artificial flavours"
16700,Bowman-Roberts,Candy,"vegetarian,sweet,artificial flavours,gluten free"
14765,Dean-Roberts,Candy,"vegetarian,sweet,artificial flavours"
16035,"Nunez, Jones and Armstrong",Chips,"vegetarian,baked"
31780,Romero-Aguilar,Chips,"vegetarian,baked, cheese"
15379,Allen Ltd,Chips,"vegetarian,baked, spicy"
32871,Perez Group,Chips,"vegetarian,baked,salty"
3577,Shepard Inc,Chips,"vegetarian,baked, cheese"
1013,Ramos LLC,Chips,"vegetarian,baked, spicy"
190,"Lane, Knight and Barnes",Chips,"vegetarian,baked,salty "
963,Morris-Snyder,Chips,"vegetarian,baked, cheese"
1609,"Lara, Herring and Estrada",Chips,"vegetarian,baked"
4056,Hughes-Murphy,Chips,"vegetarian,baked, spicy"
8424,"Patterson, Perez and Jacobson",Chocolates,"vegan, chocolate,gluten free,sweet"
94,Cline-Gonzales,Chocolates,"vegan, chocolate,gluten free,salty"
13585,Barton-Henderson,Chocolates,"vegan, dark chocolate,gluten free, bitter"
16143,Jones-Gray,Chocolates,"vegan, chocolate,gluten free,sweet"
31918,Avila-Thomas,Chocolates,"vegan, chocolate,salty"
9893,Hunter PLC,Chocolates,"vegan, chocolate, extra dark"
16868,Hester-Spears,Chocolates,"vegan, chocolate, extra dark"
6758,Sloan and Sons,Chocolates,"vegan, dark chocolate,gluten free, bitter"
415,"Owens, Mccoy and James",Candy,"vegetarian,sweet, fruit flavours,gluten free"
7,Pennington-Jackson,Candy,"vegetarian,sweet, fruit flavours "
976,Mitchell-Molina,Candy,"vegetarian,sweet, fruit flavours "
7745,Hale-Burch,Candy,"vegetarian,sweet, fruit flavours,gluten free"
30870,Ramirez LLC,Candy,"vegetarian,sweet, fruit flavours "
17901,Smith-Hamilton,Chocolates,"vegetarian, chocolate,gluten free,sweet"
9925,Li-King,Chocolates,"vegetarian, chocolate, caramel"
30206,Barnes Ltd,Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
2116,Mcknight and Sons,Chocolates,"vegetarian, chocolate,gluten free,sweet"
1723,Cooper Group,Chocolates,"vegetarian, chocolate,salty"
61,Preston-Miller,Chocolates,"vegetarian, chocolate,sweet"
31163,"Brown, Lawson and Smith",Chocolates,"vegetarian, chocolate, waffer"
3230,Hartman Inc,Chocolates,"vegetarian, chocolate, waffer"
2484,Evans Ltd,Chocolates,"vegetarian, dark chocolate, bitter"
19951,Cunningham Group,Chocolates,"vegetarian, chocolate,sweet"
3418,Franklin-Beck,Chocolates,"vegetarian, chocolate,sweet, almonds"
2544,Madden-Martin,Chocolates,"vegetarian, chocolate, caramel"
3229,"Dillon, Yates and Myers",Chips,"vegan,baked"
3245,"Campbell, Conner and Dickerson",Chips,"vegan,baked, cheese"
3272,"Le, Patrick and Lawrence",Chips,"vegan,baked, spicy"
1516,"Nixon, Hall and Fowler",Chips,"vegan,baked,salty"
32245,Fuller and Sons,Chips,"vegan,baked, cheese"
11777,Jones and Sons,Chips,"vegan,baked, spicy"
1967,Ford-Carter,Chips,"vegan,baked,salty "
3467,Gates-Smith,Chips,"vegan,baked, cheese"
16468,"Copeland, Martinez and Jackson",Chips,"vegan,baked"
2385,"Love, Alvarado and Baker",Chips,"vegan,baked, spicy"
195,Tate-Price,Chips,"non vegetarian,baked"
3887,Keller PLC,Chips,"non vegetarian,baked, cheese"
30714,"Brock, Brandt and Turner",Chips,"non vegetarian,baked, spicy"
13073,Sparks-Smith,Chips,"non vegetarian,baked,salty"
21073,"Colon, Huerta and Hughes",Chips,"non vegetarian,baked, cheese"
25647,Guzman Ltd,Chips,"non vegetarian,baked, spicy"
13055,King Group,Chips,"non vegetarian,baked,salty "
24029,Larson-Harvey,Chips,"non vegetarian,baked, cheese"
28621,Griffith and Sons,Chips,"non vegetarian,baked"
9241,Robles-Morrison,Chips,"non vegetarian,baked, spicy"
390,Farmer-Bryant,Cookies/Biscuits,"vegetarian,baked"
21881,Johnson Ltd,Cookies/Biscuits,"vegetarian,baked"
16417,"Taylor, Floyd and Acosta",Cookies/Biscuits,"vegetarian,baked"
2500,"Crawford, Harris and Clark",Cookies/Biscuits,"vegetarian,baked"
30901,Hamilton-Torres,Cookies/Biscuits,"vegetarian,baked"
13677,Rich Group,Crepes,non vegetarian
9120,Davis LLC,Crepes,non vegetarian
8915,Lyons and Sons,Crepes,non vegetarian
2803,Morrison-Evans,Crepes,vegetarian
6988,Morgan-Mitchell,Crepes,vegetarian
11053,Cook-Fowler,Crepes,vegetarian
376,Rodgers LLC,Protien Bars,"vegan,gluten free,healthy"
1126,"Shaw, Parker and Hernandez",Protien Bars,"vegan,healthy"
1524,Flores-Preston,Protien Bars,"non vegetarian,healthy"
21635,Cruz and Sons,Protien Bars,"vegetarian,gluten free,healthy"
5658,Jackson-Lane,Protien Bars,"vegan,gluten free,healthy"
27945,Bradley-Jacobs,Protien Bars,"vegetarian,gluten free,healthy"
958,West Ltd,Protien Bars,"non vegetarian,healthy"
4550,Martinez-Lee,Protien Bars,"vegetarian,gluten free,healthy"
25159,Drake PLC,Protien Bars,"vegetarian,gluten free,healthy"
3223,Edwards Ltd,Protien Bars,"non vegetarian,healthy"
634,"Mullins, Morris and Jenkins",Energy Bars,"non vegetarian,healthy"
33074,"Smith, Wagner and Frost",Energy Bars,"vegan,healthy"
1437,"Cook, Davis and Mooney",Energy Bars,"vegan,healthy"
28013,Johns Inc,Energy Bars,"non vegetarian,healthy"
18391,"Marquez, Moore and Blanchard",Energy Bars,"vegan,healthy"
2736,"Haynes, Shannon and Holt",Energy Bars,"non vegetarian,healthy"
11033,Alexander PLC,Energy Bars,"vegetarian,gluten free,healthy"
19653,Meyers LLC,Energy Bars,"vegetarian,gluten free,healthy"
9999,King and Sons,Energy Bars,"non vegetarian,healthy"
8171,"Ellis, Patterson and Beasley",International ,"vegetarian, fried "
2386,Bowman LLC,International ,"vegetarian, fried"
107,"Burnett, Banks and Hammond",Cakes,"vegetarian,baked,sweet"
2847,Fletcher and Sons,Yogurt ,vegetarian
2361,Mooney-Russell,Yogurt ,"vegan,healthy"
28495,Morrow Ltd,Yogurt ,"vegetarian,healthy"
173,"Wood, Luna and Rivera",Yogurt ,"vegan,healthy"
1303,"Berg, Brown and Smith",Yogurt ,"vegetarian,healthy"
3455,"Mayo, Edwards and Flynn",Yogurt ,"non vegetarian,healthy"
4896,Sutton-Rodriguez,Bread Products,"non vegetarian,baked,sweet"
883,Kelley Inc,Bread Products,vegetarian
1901,"Johnson, Cook and Brown",Bread Products,"vegetarian,baked,salty"
32323,"Bowman, Simmons and Richardson",Bread Products,non vegetarian
12669,Thompson and Sons,Bread Products,"vegetarian,healthy"
31754,Parks-Spears,Bread Products,"vegetarian,baked,sweet"
1205,White PLC,Bread Products,"non vegetarian,healthy"
10681,Fernandez-Vance,Bread Products,"non vegetarian,baked,salty"
24469,Nguyen-Hernandez,Cookies/Biscuits,"non vegetarian,baked"
24429,Murillo PLC,Cookies/Biscuits,"vegetarian,gluten free,healthy"
9379,Jacobs LLC,Cookies/Biscuits,"vegetarian,gluten free,healthy"
2667,"Johns, Petersen and Banks",Cakes,"vegan,healthy"
2666,Townsend-Martinez,Cakes,"vegetarian,baked"
2655,Glover and Sons,Cakes,"vegetarian,baked"
893,Winters-Robinson,Cakes,"non vegetarian,baked,sweet"
1299,Miller-Romero,International ,"vegetarian, fried "
29325,Buchanan LLC,International ,"vegetarian, fried "
24231,"Jacobs, Farrell and Stokes",International ,"non vegetarian, fried "
15785,Foster Inc,International ,"vegetarian,frozen food"
469,Durham-Rasmussen,International ,"vegetarian, fried "
3222,"Morgan, Peters and Craig",International ,"non vegetarian,frozen food"
11313,James-Bird,International ,"vegetarian,frozen food"
5042,"Harris, Cuevas and Melton",International ,"non vegetarian,frozen food"
837,Vega-Cooper,Cakes,"vegan,healthy"
1422,Fletcher-Lee,Bread Products,vegan
5084,"Brown, Schneider and Walker",Bread Products,"vegan,healthy"
7261,Torres PLC,International ,vegan
5351,Howard PLC,Bread Products,vegan
2948,Schmitt-Hudson,Yogurt ,"vegan,healthy"
4879,"Johnson, Hill and Maldonado",Bread Products,vegan
1168,"Miller, Bell and Hamilton",Cookies/Biscuits,vegan
20877,Gaines PLC,Crepes,vegan
460,"Price, Perry and Vang",International ,vegan
11019,"Gardner, Moore and Hernandez",Cakes,"vegetarian,baked,sweet"
1846,Horton Inc,Jams,vegetarian
22865,Perez LLC,Cakes,"vegan,healthy"
21561,"Cooper, Clark and Rosales",Bread Products,vegan
5014,Miller PLC,Bread Products,"vegan,healthy"
3067,Jensen LLC,International ,vegan
3956,"Davis, Sanchez and Williams",Bread Products,vegan
100,Durham Inc,Yogurt ,"vegan,healthy"
5504,Fry-White,Bread Products,vegan
12191,Collins-Richardson,Cookies/Biscuits,vegan
1652,Murphy Ltd,Crepes,vegan
180,"Norris, Rodriguez and Conrad",International ,vegan
3269,"Ayala, Becker and Stewart",Cakes,"vegetarian,baked,sweet"
11375,"Chambers, Robles and Miranda",Jams,vegetarian
13939,Smith-Warner,Cakes,"vegetarian,baked,sweet"
10447,"Price, Morris and Martinez",Bread Products,"vegetarian,baked"
2920,Stark LLC,International ,"vegetarian,frozen food"
15711,"Meza, Daniels and Wiley",International ,"vegetarian,frozen food"
15687,"Parks, Savage and Fisher",International ,"vegetarian,frozen food"
1683,May PLC,Cakes,"vegetarian,baked"
11783,Williams PLC,Cookies/Biscuits,"vegetarian,baked"
2671,"Rice, Cantrell and Drake",Bread Products,"vegetarian,baked"
2030,Holmes Inc,Bread Products,"non vegetarian,baked"
2624,Gonzalez-Frank,Cakes,non vegetarian
1886,"Anderson, Torres and Davis",Bread Products,"non vegetarian,baked,salty"
31737,Carpenter-Roy,Bread Products,"non vegetarian,baked"
32071,"Davis, Bright and Mathis",Cakes,"non vegetarian,sweet"
3734,Lewis-Anderson,International ,"non vegetarian,frozen food"
2899,"Gonzalez, Santana and Bentley",Cookies/Biscuits,"non vegetarian,baked"
10507,Morris and Sons,International ,"non vegetarian,frozen food"
16774,"Bauer, Green and Holloway",Cakes,"non vegetarian,baked"
28387,Jenkins Ltd,Cakes,"non vegetarian,baked"
21563,Reid-Martinez,Candy,"vegetarian,sweet,artificial flavours"
52,"Garcia, Logan and Nielsen",Bread Products,vegan
4195,Castillo-Lee,Cookies/Biscuits,vegan
6163,Arroyo Group,Crepes,vegan
6016,Black LLC,International ,vegan
3247,Shepherd Group,Cakes,"vegetarian,baked,sweet"
1416,Yoder Group,Jams,vegetarian
12637,"Jones, Collins and Booker",Cakes,"vegetarian,baked,sweet"
13093,Diaz and Sons,Bread Products,"vegetarian,baked"
351,"Marks, Watson and Obrien",International ,"vegetarian,frozen food"
12001,Shaw LLC,International ,"vegetarian,frozen food"
14749,Bradshaw-Gaines,International ,"vegetarian,frozen food"
9981,"Johnson, Lowe and Weaver",Cakes,"vegetarian,baked"
1120,Acevedo-Collins,Cookies/Biscuits,"vegetarian,baked"
1191,Lucas-Jones,Bread Products,"vegetarian,baked"
1124,Wilson-Miller,Bread Products,"non vegetarian,baked"
6581,Young Inc,Cakes,non vegetarian
866,Villa-Lee,Bread Products,"non vegetarian,baked,salty"
2583,Sanders-Long,Bread Products,"non vegetarian,baked"
32034,Taylor Inc,Cakes,"non vegetarian,sweet"
10232,"Ayala, Smith and Morris",International ,"non vegetarian,frozen food"
14835,Simmons-Stark,Cookies/Biscuits,"non vegetarian,baked"
30740,White-Sanford,International ,"non vegetarian,frozen food"
18441,"Meyer, Garcia and Collins",Cakes,"non vegetarian,baked"
33929,Solis PLC,Cakes,"non vegetarian,baked"
2513,Turner PLC,Candy,"vegetarian,sweet,artificial flavours"
27825,"Carney, Hamilton and Fuller",Candy,"vegetarian,sweet,artificial flavours"
3218,"Lara, Ware and Bowman",Candy,"vegetarian,sweet,artificial flavours"
1335,"Jones, Vega and Berger",Candy,"vegetarian,sweet,artificial flavours"
915,Curry and Sons,Candy,"vegetarian,sweet,artificial flavours"
2987,Nash and Sons,Candy,"vegetarian,sweet,artificial flavours,gluten free"
15617,Zamora Group,Candy,"vegetarian,sweet,artificial flavours"
3010,"Price, Campbell and Espinoza",Candy,"vegetarian,sweet,artificial flavours"
16668,Jenkins and Sons,Candy,"vegetarian,sweet,artificial flavours,gluten free"
274,"Delacruz, Williams and Sharp",Candy,"vegetarian,sweet,artificial flavours"
192,Davis PLC,Chips,"vegetarian,baked"
32543,Best-Rollins,Chips,"vegetarian,baked, cheese"
1429,"Delgado, Murphy and Carrillo",Chips,"vegetarian,baked, spicy"
2818,Elliott Group,Chips,"vegetarian,baked,salty"
333,Hartman-Ballard,Chips,"vegetarian,baked, cheese"
6262,"Johnson, Santos and Hall",Chips,"vegetarian,baked, spicy"
3437,Harrison Ltd,Chips,"vegetarian,baked,salty "
6999,Scott-Roberts,Chips,"vegetarian,baked, cheese"
1835,Lawrence-Smith,Chips,"vegetarian,baked"
529,Jones-Gonzalez,Chips,"vegetarian,baked, spicy"
3186,Rose Inc,Chocolates,"vegan, chocolate,gluten free,sweet"
79,"Oliver, Williams and Stewart",Chocolates,"vegan, chocolate,gluten free,salty"
3594,Davis-Wilson,Chocolates,"vegan, dark chocolate,gluten free, bitter"
1860,Villa and Sons,Chocolates,"vegan, chocolate,gluten free,sweet"
201,Dominguez-Velasquez,Chocolates,"vegan, chocolate,salty"
3322,Acosta LLC,Chocolates,"vegan, chocolate, extra dark"
3043,Wilson-Lee,Chocolates,"vegan, chocolate, extra dark"
2333,King PLC,Chocolates,"vegan, dark chocolate,gluten free, bitter"
6901,"Johnson, Kirk and Stanley",Candy,"vegetarian,sweet, fruit flavours,gluten free"
12651,"Patterson, Woodward and Wallace",Candy,"vegetarian,sweet, fruit flavours "
2748,"Jordan, Castro and Bonilla",Candy,"vegetarian,sweet, fruit flavours "
6198,"Gomez, Robbins and Howard",Candy,"vegetarian,sweet, fruit flavours,gluten free"
12623,"Davis, Yates and Craig",Candy,"vegetarian,sweet, fruit flavours "
3231,Howe-Carpenter,Chocolates,"vegetarian, chocolate,gluten free,sweet"
3298,"Smith, Watson and Ellison",Chocolates,"vegetarian, chocolate, caramel"
1774,Thomas-Madden,Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
31500,Hunt PLC,Chocolates,"vegetarian, chocolate,gluten free,sweet"
1358,Rodriguez LLC,International ,"vegetarian,frozen food"
2745,Powers-Wilson,Cakes,"vegetarian,baked"
20505,Simpson Inc,Cookies/Biscuits,"vegetarian,baked"
12175,Martinez Inc,Bread Products,"vegetarian,baked"
4903,Martin and Sons,Bread Products,"non vegetarian,baked"
277,Miller and Sons,Cakes,non vegetarian
1017,Clark and Sons,Bread Products,"non vegetarian,baked,salty"
10397,Wilson LLC,Bread Products,"non vegetarian,baked"
16442,Thompson LLC,Cakes,"non vegetarian,sweet"
1847,Shaw Inc,International ,"non vegetarian,frozen food"
16051,Ferguson Group,Cookies/Biscuits,"non vegetarian,baked"
34085,Williams Group,International ,"non vegetarian,frozen food"
31280,Williams Ltd,Cakes,"non vegetarian,baked"
3000,Mcneil-Kennedy,Cakes,"non vegetarian,baked"
11341,"Morris, Barker and Shannon",Candy,"vegetarian,sweet,artificial flavours"
6169,"Bradford, Johnson and Munoz",Candy,"vegetarian,sweet,artificial flavours"
178,"Stark, Thompson and Scott",Candy,"vegetarian,sweet,artificial flavours"
1920,Thomas and Sons,Candy,"vegetarian,sweet,artificial flavours"
1932,Sanders-Valdez,Candy,"vegetarian,sweet,artificial flavours"
23447,Clark-Lewis,Candy,"vegetarian,sweet,artificial flavours,gluten free"
30205,Gibbs-Moody,Candy,"vegetarian,sweet,artificial flavours"
6164,"Alvarado, King and Nunez",Candy,"vegetarian,sweet,artificial flavours"
1736,Meadows-Perez,Candy,"vegetarian,sweet,artificial flavours,gluten free"
2589,Evans-Stone,Candy,"vegetarian,sweet,artificial flavours"
4071,Campbell Inc,Chips,"vegetarian,baked"
12079,York Inc,Chips,"vegetarian,baked, cheese"
526,"Blankenship, Lopez and Cantrell",Chips,"vegetarian,baked, spicy"
21437,Kennedy-Graham,Chips,"vegetarian,baked,salty"
6460,"Phillips, Farley and Washington",Chips,"vegetarian,baked, cheese"
5216,"Edwards, Smith and Scott",Chips,"vegetarian,baked, spicy"
7081,Ramirez-Acosta,Chips,"vegetarian,baked,salty "
2123,Simon-Weaver,Chips,"vegetarian,baked, cheese"
2668,"Wolfe, Snyder and Miller",Chips,"vegetarian,baked"
1931,Torres PLC,Chips,"vegetarian,baked, spicy"
652,Foley PLC,Chocolates,"vegan, chocolate,gluten free,sweet"
395,"Cannon, Arnold and Jennings",Chocolates,"vegan, chocolate,gluten free,salty"
1490,Cooper-Everett,Chocolates,"vegan, dark chocolate,gluten free, bitter"
8120,Taylor-Harper,Chocolates,"vegan, chocolate,gluten free,sweet"
5041,Gomez Group,Chocolates,"vegan, chocolate,salty"
1371,Johnson Ltd,Chocolates,"vegan, chocolate, extra dark"
1116,Green LLC,Chocolates,"vegan, chocolate, extra dark"
26441,"Moore, Dickerson and Gallagher",Chocolates,"vegan, dark chocolate,gluten free, bitter"
6954,Bailey Inc,Candy,"vegetarian,sweet, fruit flavours,gluten free"
1556,Evans Inc,Candy,"vegetarian,sweet, fruit flavours "
2901,Soto-Mason,Candy,"vegetarian,sweet, fruit flavours "
5079,Prince Inc,Candy,"vegetarian,sweet, fruit flavours,gluten free"
10456,Hanson-Stafford,Candy,"vegetarian,sweet, fruit flavours "
1413,"Allen, Wood and Kelly",Chocolates,"vegetarian, chocolate,gluten free,sweet"
276,Diaz-Hawkins,Chocolates,"vegetarian, chocolate, caramel"
352,Hill PLC,Chocolates,"vegetarian, dark chocolate,gluten free, bitter"
6023,Galloway PLC,Chocolates,"vegetarian, chocolate,gluten free,sweet"
2947,Mendoza-Tran,Chocolates,"vegetarian, chocolate,salty"
2108,Castillo-Leblanc,Chocolates,"vegetarian, chocolate,sweet"
1362,Brown PLC,Chocolates,"vegetarian, chocolate, waffer"
1731,West-Morris,Chocolates,"vegetarian, chocolate, waffer"
3593,"Middleton, Moore and Levine",Chocolates,"vegetarian, dark chocolate, bitter"
16742,Murphy-Waters,Chocolates,"vegetarian, chocolate,sweet"
3692,"Stafford, Hodges and Odom",Chocolates,"vegetarian, chocolate,sweet, almonds"
550,Zimmerman LLC,Chocolates,"vegetarian, chocolate, caramel"
8894,Jones-Jones,Chips,"vegan,baked"
19759,White LLC,Chips,"vegan,baked, cheese"
1498,"Wong, Ball and Martinez",Chips,"vegan,baked, spicy"
30711,"Odonnell, Horn and Wu",Chips,"vegan,baked,salty"
974,Rojas-Beck,Chips,"vegan,baked, cheese"
24031,Cunningham and Sons,Chips,"vegan,baked, spicy"
2222,Patel-Garcia,Chips,"vegan,baked,salty "
14829,Johnson-Camacho,Chips,"vegan,baked, cheese"
19159,"Bray, Manning and Stewart",Chips,"vegan,baked"
1140,Potter Inc,Chips,"vegan,baked, spicy"
6463,Ryan Group,Chips,"non vegetarian,baked"
20457,"Galloway, Hernandez and Buckley",Chips,"non vegetarian,baked, cheese"
34178,"Butler, Knight and Porter",Chips,"non vegetarian,baked, spicy"
2542,"Campbell, Alexander and Santos",Chips,"non vegetarian,baked,salty"
189,"Torres, Gonzalez and Rodriguez",Chips,"non vegetarian,baked, cheese"
1414,"Hawkins, Kelly and Miles",Chips,"non vegetarian,baked, spicy"
24455,"Smith, Baker and Clark",Chips,"non vegetarian,baked,salty "
2834,"Calderon, Hughes and Ayala",Chips,"non vegetarian,baked, cheese"
4134,Vega-King,Chips,"non vegetarian,baked"
3111,Vasquez and Sons,Chips,"non vegetarian,baked, spicy"
14293,Hancock-Howard,Cookies/Biscuits,"vegetarian,baked"
613,Sanchez Ltd,Cookies/Biscuits,"vegetarian,baked"
12673,Browning-Clark,Cookies/Biscuits,"vegetarian,baked"
8133,"Chavez, Mccarthy and Davies",Cookies/Biscuits,"vegetarian,baked"
28215,Scott-Hernandez,Cookies/Biscuits,"vegetarian,baked"
23987,"Larson, Macias and Silva",Crepes,non vegetarian
1108,Black-Carr,Crepes,non vegetarian
1080,Tucker-Foley,Crepes,non vegetarian
1531,"Chapman, Dean and Thompson",Crepes,vegetarian
4382,Jackson LLC,Crepes,vegetarian
2747,Riley LLC,Crepes,vegetarian
12695,Neal-Whitney,Protien Bars,"vegan,gluten free,healthy"
5397,Rivera-Jones,Protien Bars,"vegan,healthy"
6951,Mckinney Group,Protien Bars,"non vegetarian,healthy"
5196,"Stewart, Webb and Thompson",Protien Bars,"vegetarian,gluten free,healthy"
369,Henderson-Hernandez,Protien Bars,"vegan,gluten free,healthy"
2036,Mitchell LLC,Protien Bars,"vegetarian,gluten free,healthy"
1352,"Taylor, Brady and Sawyer",Protien Bars,"non vegetarian,healthy"
34349,Marks Inc,Protien Bars,"vegetarian,gluten free,healthy"
2657,Hamilton Group,Protien Bars,"vegetarian,gluten free,healthy"
31201,Gross Group,Protien Bars,"non vegetarian,healthy"
10842,Osborne Ltd,Energy Bars,"non vegetarian,healthy"
1845,Gomez Inc,Energy Bars,"vegan,healthy"
384,Adams Group,Energy Bars,"vegan,healthy"
2400,"Sims, Morse and Anderson",Energy Bars,"non vegetarian,healthy"
2416,Thompson-Weaver,Energy Bars,"vegan,healthy"
650,King and Sons,Energy Bars,"non vegetarian,healthy"
18713,Andrews Group,Energy Bars,"vegetarian,gluten free,healthy"
990,Carson-Neal,Energy Bars,"vegetarian,gluten free,healthy"
144,"Cochran, Walker and Walters",Energy Bars,"non vegetarian,healthy"
1145,Scott-Rivera,International ,"vegetarian, fried "
1086,Hester-Durham,International ,"vegetarian, fried"
3670,"Chang, Rogers and Davis",Cakes,"vegetarian,baked,sweet"
10152,Garcia Inc,Yogurt ,vegetarian
4198,Cox Group,Yogurt ,"vegan,healthy"
17819,Joseph LLC,Yogurt ,"vegetarian,healthy"
279,"Sims, Baker and Murray",Yogurt ,"vegan,healthy"
5019,"Shelton, Zhang and Watson",Yogurt ,"vegetarian,healthy"
